source,temporal,variable,ens,simulation,experiment,path
WACCM6MAM,Dailymean,chi,01,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble001.chi.nc
WACCM6MAM,Dailymean,epfy,01,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble001.epfy.nc
WACCM6MAM,Dailymean,fyy,01,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble001.fyy.nc
WACCM6MAM,Dailymean,utendepfd,01,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble001.utendepfd.nc
WACCM6MAM,Dailymean,vtem,01,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble001.vtem.nc
WACCM6MAM,Dailymean,wtem,01,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble001.wtem.nc
WACCM6MAM,Dailymean,chi,02,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble002.chi.nc
WACCM6MAM,Dailymean,epfy,02,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble002.epfy.nc
WACCM6MAM,Dailymean,fyy,02,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble002.fyy.nc
WACCM6MAM,Dailymean,utendepfd,02,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble002.utendepfd.nc
WACCM6MAM,Dailymean,vtem,02,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble002.vtem.nc
WACCM6MAM,Dailymean,wtem,02,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble002.wtem.nc
WACCM6MAM,Dailymean,chi,03,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble003.chi.nc
WACCM6MAM,Dailymean,epfy,03,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble003.epfy.nc
WACCM6MAM,Dailymean,fyy,03,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble003.fyy.nc
WACCM6MAM,Dailymean,utendepfd,03,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble003.utendepfd.nc
WACCM6MAM,Dailymean,vtem,03,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble003.vtem.nc
WACCM6MAM,Dailymean,wtem,03,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble003.wtem.nc
WACCM6MAM,Dailymean,chi,04,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble004.chi.nc
WACCM6MAM,Dailymean,epfy,04,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble004.epfy.nc
WACCM6MAM,Dailymean,fyy,04,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble004.fyy.nc
WACCM6MAM,Dailymean,utendepfd,04,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble004.utendepfd.nc
WACCM6MAM,Dailymean,vtem,04,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble004.vtem.nc
WACCM6MAM,Dailymean,wtem,04,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble004.wtem.nc
WACCM6MAM,Dailymean,chi,05,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble005.chi.nc
WACCM6MAM,Dailymean,epfy,05,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble005.epfy.nc
WACCM6MAM,Dailymean,fyy,05,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble005.fyy.nc
WACCM6MAM,Dailymean,utendepfd,05,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble005.utendepfd.nc
WACCM6MAM,Dailymean,vtem,05,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble005.vtem.nc
WACCM6MAM,Dailymean,wtem,05,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble005.wtem.nc
WACCM6MAM,Dailymean,chi,06,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble006.chi.nc
WACCM6MAM,Dailymean,epfy,06,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble006.epfy.nc
WACCM6MAM,Dailymean,fyy,06,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble006.fyy.nc
WACCM6MAM,Dailymean,utendepfd,06,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble006.utendepfd.nc
WACCM6MAM,Dailymean,vtem,06,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble006.vtem.nc
WACCM6MAM,Dailymean,wtem,06,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble006.wtem.nc
WACCM6MAM,Dailymean,chi,07,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble007.chi.nc
WACCM6MAM,Dailymean,epfy,07,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble007.epfy.nc
WACCM6MAM,Dailymean,fyy,07,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble007.fyy.nc
WACCM6MAM,Dailymean,utendepfd,07,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble007.utendepfd.nc
WACCM6MAM,Dailymean,vtem,07,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble007.vtem.nc
WACCM6MAM,Dailymean,wtem,07,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble007.wtem.nc
WACCM6MAM,Dailymean,chi,08,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble008.chi.nc
WACCM6MAM,Dailymean,epfy,08,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble008.epfy.nc
WACCM6MAM,Dailymean,fyy,08,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble008.fyy.nc
WACCM6MAM,Dailymean,utendepfd,08,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble008.utendepfd.nc
WACCM6MAM,Dailymean,vtem,08,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble008.vtem.nc
WACCM6MAM,Dailymean,wtem,08,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble008.wtem.nc
WACCM6MAM,Dailymean,chi,09,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble009.chi.nc
WACCM6MAM,Dailymean,epfy,09,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble009.epfy.nc
WACCM6MAM,Dailymean,fyy,09,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble009.fyy.nc
WACCM6MAM,Dailymean,utendepfd,09,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble009.utendepfd.nc
WACCM6MAM,Dailymean,vtem,09,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble009.vtem.nc
WACCM6MAM,Dailymean,wtem,09,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble009.wtem.nc
WACCM6MAM,Dailymean,chi,10,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble010.chi.nc
WACCM6MAM,Dailymean,epfy,10,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble010.epfy.nc
WACCM6MAM,Dailymean,fyy,10,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble010.fyy.nc
WACCM6MAM,Dailymean,utendepfd,10,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble010.utendepfd.nc
WACCM6MAM,Dailymean,vtem,10,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble010.vtem.nc
WACCM6MAM,Dailymean,wtem,10,NoVolc,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-NoVolc-CoupledOcean-ensemble010.wtem.nc
WACCM6MAM,Dailymean,chi,01,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble001.chi.nc
WACCM6MAM,Dailymean,epfy,01,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble001.epfy.nc
WACCM6MAM,Dailymean,fyy,01,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble001.fyy.nc
WACCM6MAM,Dailymean,utendepfd,01,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble001.utendepfd.nc
WACCM6MAM,Dailymean,vtem,01,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble001.vtem.nc
WACCM6MAM,Dailymean,wtem,01,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble001.wtem.nc
WACCM6MAM,Dailymean,chi,02,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble002.chi.nc
WACCM6MAM,Dailymean,epfy,02,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble002.epfy.nc
WACCM6MAM,Dailymean,fyy,02,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble002.fyy.nc
WACCM6MAM,Dailymean,utendepfd,02,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble002.utendepfd.nc
WACCM6MAM,Dailymean,vtem,02,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble002.vtem.nc
WACCM6MAM,Dailymean,wtem,02,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble002.wtem.nc
WACCM6MAM,Dailymean,chi,03,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble003.chi.nc
WACCM6MAM,Dailymean,epfy,03,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble003.epfy.nc
WACCM6MAM,Dailymean,fyy,03,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble003.fyy.nc
WACCM6MAM,Dailymean,utendepfd,03,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble003.utendepfd.nc
WACCM6MAM,Dailymean,vtem,03,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble003.vtem.nc
WACCM6MAM,Dailymean,wtem,03,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble003.wtem.nc
WACCM6MAM,Dailymean,chi,04,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble004.chi.nc
WACCM6MAM,Dailymean,epfy,04,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble004.epfy.nc
WACCM6MAM,Dailymean,fyy,04,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble004.fyy.nc
WACCM6MAM,Dailymean,utendepfd,04,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble004.utendepfd.nc
WACCM6MAM,Dailymean,vtem,04,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble004.vtem.nc
WACCM6MAM,Dailymean,wtem,04,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble004.wtem.nc
WACCM6MAM,Dailymean,chi,05,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble005.chi.nc
WACCM6MAM,Dailymean,epfy,05,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble005.epfy.nc
WACCM6MAM,Dailymean,fyy,05,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble005.fyy.nc
WACCM6MAM,Dailymean,utendepfd,05,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble005.utendepfd.nc
WACCM6MAM,Dailymean,vtem,05,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble005.vtem.nc
WACCM6MAM,Dailymean,wtem,05,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble005.wtem.nc
WACCM6MAM,Dailymean,chi,06,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble006.chi.nc
WACCM6MAM,Dailymean,epfy,06,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble006.epfy.nc
WACCM6MAM,Dailymean,fyy,06,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble006.fyy.nc
WACCM6MAM,Dailymean,utendepfd,06,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble006.utendepfd.nc
WACCM6MAM,Dailymean,vtem,06,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble006.vtem.nc
WACCM6MAM,Dailymean,wtem,06,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble006.wtem.nc
WACCM6MAM,Dailymean,chi,07,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble007.chi.nc
WACCM6MAM,Dailymean,epfy,07,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble007.epfy.nc
WACCM6MAM,Dailymean,fyy,07,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble007.fyy.nc
WACCM6MAM,Dailymean,utendepfd,07,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble007.utendepfd.nc
WACCM6MAM,Dailymean,vtem,07,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble007.vtem.nc
WACCM6MAM,Dailymean,wtem,07,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble007.wtem.nc
WACCM6MAM,Dailymean,chi,08,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble008.chi.nc
WACCM6MAM,Dailymean,epfy,08,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble008.epfy.nc
WACCM6MAM,Dailymean,fyy,08,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble008.fyy.nc
WACCM6MAM,Dailymean,utendepfd,08,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble008.utendepfd.nc
WACCM6MAM,Dailymean,vtem,08,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble008.vtem.nc
WACCM6MAM,Dailymean,wtem,08,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble008.wtem.nc
WACCM6MAM,Dailymean,chi,09,SO2andH2O,Exp1and4,/gws/nopw/j04/htmip/Exp1and4_coupledocean/waccm6mam/Dailymean_WACCM6MAM_HTHHMOC-Exp1and4-SO2andH2O-CoupledOcean-ensemble009.chi.nc
